"scrape_date", "scrape_time", "name", "capacity", "count", "time"
"2022-09-10", "23:15:42", "BethWall Green", "150", "0", "Last updated: 20 mins ago (11:55 PM)"
"2022-09-10", "23:15:42", "CanaryWall", "100", "0", "Last updated: 14 mins ago (12:01 AM)"
"2022-09-10", "23:15:42", "CroyWall", "140", "0", "Last updated: 7 mins ago (12:08 AM)"
"2022-09-10", "23:15:42", "HarroWall", "500", "0", "Last updated: 2 mins ago (12:13 AM)"
"2022-09-10", "23:15:42", "RavensWall", "150", "0", "Last updated: 5 mins ago (12:10 AM)"
"2022-09-10", "23:15:42", "VauxWall East", "140", "0", "Last updated: 4 mins ago (12:11 AM)"
"2022-09-10", "23:15:42", "VauxWall West", "150", "0", "Last updated: 4 mins ago (12:11 AM)"
"2022-09-10", "23:15:42", "Foundry", "120", "0", "Last updated: 7 hours ago (5:43 PM)"
"2022-09-10", "23:15:42", "KendalWall", "120", "0", "Last updated: 6 hours ago (5:58 PM)"
"2022-09-10", "23:15:42", "LancasterWall", "150", "0", "Last updated: 6 hours ago (6:03 PM)"
"2022-09-10", "23:15:42", "PrestonWall", "100", "0", "Last updated: 6 hours ago (6:02 PM)"
"2022-09-10", "23:15:42", "The Church", "150", "0", "Last updated: 6 mins ago (12:10 AM)"
"2022-09-10", "23:15:42", "The Mothership", "400", "0", "Last updated: 5 mins ago (12:10 AM)"
"2022-09-10", "23:15:42", "The Newsroom", "225", "0", "Last updated: 5 mins ago (12:10 AM)"
"2022-09-10", "23:15:42", "The Prop Store", "180", "0", "Last updated: 5 mins ago (12:10 AM)"
"2022-09-10", "23:15:42", "High Sports Brighton", "85", "0", "Last updated: 5 mins ago (12:11 AM)"
"2022-09-10", "23:15:42", "Awesome Walls Liverpool", "69", "0", "Last updated: 4 mins ago (12:12 AM)"
"2022-09-10", "23:15:42", "Awesome Walls Sheffield", "179", "0", "Last updated: 4 hours ago (7:51 PM)"
"2022-09-10", "23:15:42", "Awesome Walls Stockport", "95", "0", "Last updated: 5 hours ago (7:23 PM)"
"2022-09-10", "23:15:42", "Awesome Walls Stoke", "100", "0", "Last updated: 5 hours ago (7:28 PM)"
"2022-09-10", "23:15:42", "Blue Spider UK", "50", "0", "5 hours ago (7:23 PM)"
"2022-09-10", "23:15:42", "Yellow Spider UK", "50", "0", "6 hours ago (6:33 PM)"
"2022-09-10", "23:15:42", "Big Rock Bond", "200", "0", "Last updated: 3 hours ago (8:49 PM)"
"2022-09-10", "23:15:42", "Big Rock Hub", "200", "0", "Last updated: 20 mins ago (11:55 PM)"
"2022-09-10", "23:15:42", "Yonder", "120", "0", "Last updated: now (12:15 AM)"
"2022-09-10", "23:15:42", "Beacon", "190", "0", "Last updated: 5 hours ago (7:19 PM)"
"2022-09-10", "23:15:42", "Roc-Bloc", "150", "0", "Last updated: 5 mins ago (12:10 AM)"
"2022-09-10", "23:15:42", "Boulder Hut", "0", "0", ""
"2022-09-10", "23:15:42", "The Climbing Experience", "150", "91", "Last updated: 6 mins ago (5:10 PM)"
"2022-09-10", "23:15:42", "Pinnacle Northampton", "50", "0", "Last updated: 6 hours ago (5:59 PM)"
"2022-09-10", "23:15:42", "The Climbing Lab", "120", "0", "Last updated: Feb 16, 2022"
"2022-09-10", "23:15:42", "Liverpool Matchworks", "200", "0", "Last updated: 4 hours ago (8:29 PM)"
"2022-09-10", "23:15:42", "The Hangar London", "60", "0", "Last updated: Jul 2, 2022"
"2022-09-10", "23:15:42", "The Hangar Plymouth", "0", "0", ""
"2022-09-10", "23:15:42", "The Climbing Hangar Exeter", "200", "0", "Last updated: 4 hours ago (8:20 PM)"
"2022-09-10", "23:15:42", "The Hangar Liverpool", "275", "0", "Last updated: 4 mins ago (12:11 AM)"
"2022-09-10", "23:15:42", "Redpoint Worcester", "250", "0", "Last updated: 5 mins ago (11:10 PM)"
"2022-09-10", "23:15:42", "Volume1", "150", "0", "Last updated: 5 mins ago (12:10 AM)"
"2022-09-10", "23:15:42", "Eden Rock Edinburgh", "0", "0", "NA"
"2022-09-10", "23:15:42", "Eden Rock Carlisle", "0", "0", "NA"
"2022-09-11", "00:15:40", "Oakwood", "0", "0", "Last updated: 6 mins ago (1:09 AM)"
"2022-09-11", "00:15:40", "BethWall Green", "150", "0", "Last updated: 1 hour ago (11:55 PM)"
"2022-09-11", "00:15:40", "CanaryWall", "100", "0", "Last updated: 14 mins ago (1:01 AM)"
"2022-09-11", "00:15:40", "CroyWall", "140", "0", "Last updated: 7 mins ago (1:08 AM)"
"2022-09-11", "00:15:40", "HarroWall", "500", "0", "Last updated: 2 mins ago (1:14 AM)"
"2022-09-11", "00:15:40", "RavensWall", "150", "0", "Last updated: 5 mins ago (1:11 AM)"
"2022-09-11", "00:15:40", "VauxWall East", "140", "0", "Last updated: 4 mins ago (1:11 AM)"
"2022-09-11", "00:15:40", "VauxWall West", "150", "0", "Last updated: 5 mins ago (1:10 AM)"
"2022-09-11", "00:15:40", "Foundry", "120", "0", "Last updated: 8 hours ago (5:43 PM)"
"2022-09-11", "00:15:40", "KendalWall", "120", "0", "Last updated: 7 hours ago (5:58 PM)"
"2022-09-11", "00:15:40", "LancasterWall", "150", "0", "Last updated: 7 hours ago (6:03 PM)"
"2022-09-11", "00:15:40", "PrestonWall", "100", "0", "Last updated: 7 hours ago (6:02 PM)"
"2022-09-11", "00:15:40", "The Church", "150", "0", "Last updated: 5 mins ago (1:10 AM)"
"2022-09-11", "00:15:40", "The Mothership", "400", "0", "Last updated: 5 mins ago (1:10 AM)"
"2022-09-11", "00:15:40", "The Newsroom", "225", "0", "Last updated: 5 mins ago (1:10 AM)"
"2022-09-11", "00:15:40", "The Prop Store", "180", "0", "Last updated: 5 mins ago (1:10 AM)"
"2022-09-11", "00:15:40", "High Sports Brighton", "85", "0", "Last updated: 5 mins ago (1:10 AM)"
"2022-09-11", "00:15:40", "Awesome Walls Liverpool", "69", "0", "Last updated: 4 mins ago (1:11 AM)"
"2022-09-11", "00:15:40", "Awesome Walls Sheffield", "179", "0", "Last updated: 5 hours ago (7:51 PM)"
"2022-09-11", "00:15:40", "Awesome Walls Stockport", "95", "0", "Last updated: 6 hours ago (7:23 PM)"
"2022-09-11", "00:15:40", "Awesome Walls Stoke", "100", "0", "Last updated: 6 hours ago (7:28 PM)"
"2022-09-11", "00:15:40", "Blue Spider UK", "50", "0", "6 hours ago (7:23 PM)"
"2022-09-11", "00:15:40", "Yellow Spider UK", "50", "0", "7 hours ago (6:33 PM)"
"2022-09-11", "00:15:40", "Big Rock Bond", "200", "0", "Last updated: 4 hours ago (8:49 PM)"
"2022-09-11", "00:15:40", "Big Rock Hub", "200", "0", "Last updated: 1 hour ago (11:55 PM)"
"2022-09-11", "00:15:40", "Yonder", "120", "0", "Last updated: 5 mins ago (1:10 AM)"
"2022-09-11", "00:15:40", "Beacon", "190", "0", "Last updated: 6 hours ago (7:19 PM)"
"2022-09-11", "00:15:40", "Roc-Bloc", "150", "0", "Last updated: 5 mins ago (1:10 AM)"
"2022-09-11", "00:15:40", "Boulder Hut", "0", "0", ""
"2022-09-11", "00:15:40", "The Climbing Experience", "150", "76", "Last updated: 5 mins ago (6:10 PM)"
"2022-09-11", "00:15:40", "Pinnacle Northampton", "50", "0", "Last updated: 7 hours ago (5:59 PM)"
"2022-09-11", "00:15:40", "The Climbing Lab", "120", "0", "Last updated: Feb 16, 2022"
"2022-09-11", "00:15:40", "Liverpool Matchworks", "200", "0", "Last updated: 5 hours ago (8:29 PM)"
"2022-09-11", "00:15:40", "The Hangar London", "60", "0", "Last updated: Jul 2, 2022"
"2022-09-11", "00:15:40", "The Hangar Plymouth", "0", "0", ""
"2022-09-11", "00:15:40", "The Climbing Hangar Exeter", "200", "0", "Last updated: 5 hours ago (8:20 PM)"
"2022-09-11", "00:15:40", "The Hangar Liverpool", "275", "0", "Last updated: 4 mins ago (1:11 AM)"
"2022-09-11", "00:15:40", "Redpoint Worcester", "250", "0", "Last updated: 5 mins ago (12:11 AM)"
"2022-09-11", "00:15:40", "Volume1", "150", "0", "Last updated: 5 mins ago (1:10 AM)"
"2022-09-11", "00:15:40", "Eden Rock Edinburgh", "0", "0", "NA"
"2022-09-11", "00:15:40", "Eden Rock Carlisle", "0", "0", "NA"
"2022-09-11", "01:15:50", "Oakwood", "0", "0", "Last updated: 6 mins ago (2:09 AM)"
"2022-09-11", "01:15:50", "BethWall Green", "150", "0", "Last updated: 2 hours ago (11:55 PM)"
"2022-09-11", "01:15:50", "CanaryWall", "100", "0", "Last updated: 14 mins ago (2:01 AM)"
"2022-09-11", "01:15:50", "CroyWall", "140", "0", "Last updated: 8 mins ago (2:08 AM)"
"2022-09-11", "01:15:50", "HarroWall", "500", "0", "Last updated: 3 mins ago (2:13 AM)"
"2022-09-11", "01:15:50", "RavensWall", "150", "0", "Last updated: 6 mins ago (2:09 AM)"
"2022-09-11", "01:15:50", "VauxWall East", "140", "0", "Last updated: 4 mins ago (2:11 AM)"
"2022-09-11", "01:15:50", "VauxWall West", "150", "0", "Last updated: 6 mins ago (2:10 AM)"
"2022-09-11", "01:15:50", "Foundry", "120", "0", "Last updated: 9 hours ago (5:43 PM)"
"2022-09-11", "01:15:50", "KendalWall", "120", "0", "Last updated: 8 hours ago (5:58 PM)"
"2022-09-11", "01:15:50", "LancasterWall", "150", "0", "Last updated: 8 hours ago (6:03 PM)"
"2022-09-11", "01:15:50", "PrestonWall", "100", "0", "Last updated: 8 hours ago (6:02 PM)"
"2022-09-11", "01:15:50", "The Church", "150", "0", "Last updated: 5 mins ago (2:10 AM)"
"2022-09-11", "01:15:50", "The Mothership", "400", "0", "Last updated: 5 mins ago (2:11 AM)"
"2022-09-11", "01:15:50", "The Newsroom", "225", "0", "Last updated: 5 mins ago (2:10 AM)"
"2022-09-11", "01:15:50", "The Prop Store", "180", "0", "Last updated: 5 mins ago (2:10 AM)"
"2022-09-11", "01:15:50", "High Sports Brighton", "85", "0", "Last updated: 6 mins ago (2:10 AM)"
"2022-09-11", "01:15:50", "Awesome Walls Liverpool", "69", "0", "Last updated: 4 mins ago (2:12 AM)"
"2022-09-11", "01:15:50", "Awesome Walls Sheffield", "179", "0", "Last updated: 6 hours ago (7:51 PM)"
"2022-09-11", "01:15:50", "Awesome Walls Stockport", "95", "0", "Last updated: 7 hours ago (7:23 PM)"
"2022-09-11", "01:15:50", "Awesome Walls Stoke", "100", "0", "Last updated: 7 hours ago (7:28 PM)"
"2022-09-11", "01:15:50", "Blue Spider UK", "50", "0", "7 hours ago (7:23 PM)"
"2022-09-11", "01:15:50", "Yellow Spider UK", "50", "0", "8 hours ago (6:33 PM)"
"2022-09-11", "01:15:50", "Big Rock Bond", "200", "0", "Last updated: 5 hours ago (8:49 PM)"
"2022-09-11", "01:15:50", "Big Rock Hub", "200", "0", "Last updated: 2 hours ago (11:55 PM)"
"2022-09-11", "01:15:50", "Yonder", "120", "0", "Last updated: 6 mins ago (2:10 AM)"
"2022-09-11", "01:15:50", "Beacon", "190", "0", "Last updated: 7 hours ago (7:19 PM)"
"2022-09-11", "01:15:50", "Roc-Bloc", "150", "0", "Last updated: 6 mins ago (2:10 AM)"
"2022-09-11", "01:15:50", "Boulder Hut", "0", "0", ""
"2022-09-11", "01:15:50", "The Climbing Experience", "150", "59", "Last updated: 5 mins ago (7:10 PM)"
"2022-09-11", "01:15:50", "Pinnacle Northampton", "50", "0", "Last updated: 8 hours ago (5:59 PM)"
"2022-09-11", "01:15:50", "The Climbing Lab", "120", "0", "Last updated: Feb 16, 2022"
"2022-09-11", "01:15:50", "Liverpool Matchworks", "200", "0", "Last updated: 6 hours ago (8:29 PM)"
"2022-09-11", "01:15:50", "The Hangar London", "60", "0", "Last updated: Jul 2, 2022"
"2022-09-11", "01:15:50", "The Hangar Plymouth", "0", "0", ""
"2022-09-11", "01:15:50", "The Climbing Hangar Exeter", "200", "0", "Last updated: 6 hours ago (8:20 PM)"
"2022-09-11", "01:15:50", "The Hangar Liverpool", "275", "0", "Last updated: 3 mins ago (2:12 AM)"
"2022-09-11", "01:15:50", "Redpoint Worcester", "250", "0", "Last updated: 5 mins ago (1:10 AM)"
"2022-09-11", "01:15:50", "Volume1", "150", "0", "Last updated: 5 mins ago (2:10 AM)"
"2022-09-11", "01:15:50", "Eden Rock Edinburgh", "0", "0", "NA"
"2022-09-11", "01:15:50", "Eden Rock Carlisle", "0", "0", "NA"
"2022-09-11", "02:15:38", "Oakwood", "0", "0", "Last updated: 7 mins ago (3:09 AM)"
"2022-09-11", "02:15:38", "BethWall Green", "150", "0", "Last updated: 3 hours ago (11:55 PM)"
"2022-09-11", "02:15:38", "CanaryWall", "100", "0", "Last updated: 14 mins ago (3:02 AM)"
"2022-09-11", "02:15:38", "CroyWall", "140", "0", "Last updated: 7 mins ago (3:08 AM)"
"2022-09-11", "02:15:38", "HarroWall", "500", "0", "Last updated: 2 mins ago (3:13 AM)"
"2022-09-11", "02:15:38", "RavensWall", "150", "0", "Last updated: 5 mins ago (3:10 AM)"
"2022-09-11", "02:15:38", "VauxWall East", "140", "0", "Last updated: 5 mins ago (3:11 AM)"
"2022-09-11", "02:15:38", "VauxWall West", "150", "0", "Last updated: 5 mins ago (3:10 AM)"
"2022-09-11", "02:15:38", "Foundry", "120", "0", "Last updated: 10 hours ago (5:43 PM)"
"2022-09-11", "02:15:38", "KendalWall", "120", "0", "Last updated: 9 hours ago (5:58 PM)"
"2022-09-11", "02:15:38", "LancasterWall", "150", "0", "Last updated: 9 hours ago (6:03 PM)"
"2022-09-11", "02:15:38", "PrestonWall", "100", "0", "Last updated: 9 hours ago (6:02 PM)"
"2022-09-11", "02:15:38", "The Church", "150", "0", "Last updated: 5 mins ago (3:10 AM)"
"2022-09-11", "02:15:38", "The Mothership", "400", "0", "Last updated: 5 mins ago (3:10 AM)"
"2022-09-11", "02:15:38", "The Newsroom", "225", "0", "Last updated: 2 mins ago (3:13 AM)"
"2022-09-11", "02:15:38", "The Prop Store", "180", "0", "Last updated: 6 mins ago (3:10 AM)"
"2022-09-11", "02:15:38", "High Sports Brighton", "85", "0", "Last updated: 5 mins ago (3:10 AM)"
"2022-09-11", "02:15:38", "Awesome Walls Liverpool", "69", "0", "Last updated: 4 mins ago (3:11 AM)"
"2022-09-11", "02:15:38", "Awesome Walls Sheffield", "179", "0", "Last updated: 7 hours ago (7:51 PM)"
"2022-09-11", "02:15:38", "Awesome Walls Stockport", "95", "0", "Last updated: 8 hours ago (7:23 PM)"
"2022-09-11", "02:15:38", "Awesome Walls Stoke", "100", "0", "Last updated: 8 hours ago (7:28 PM)"
"2022-09-11", "02:15:38", "Blue Spider UK", "50", "0", "8 hours ago (7:23 PM)"
"2022-09-11", "02:15:38", "Yellow Spider UK", "50", "0", "9 hours ago (6:33 PM)"
"2022-09-11", "02:15:38", "Big Rock Bond", "200", "0", "Last updated: 6 hours ago (8:49 PM)"
"2022-09-11", "02:15:38", "Big Rock Hub", "200", "0", "Last updated: 3 hours ago (11:55 PM)"
"2022-09-11", "02:15:38", "Yonder", "120", "0", "Last updated: 5 mins ago (3:11 AM)"
"2022-09-11", "02:15:38", "Beacon", "190", "0", "Last updated: 8 hours ago (7:19 PM)"
"2022-09-11", "02:15:38", "Roc-Bloc", "150", "0", "Last updated: 5 mins ago (3:10 AM)"
"2022-09-11", "02:15:38", "Boulder Hut", "0", "0", ""
"2022-09-11", "02:15:38", "The Climbing Experience", "150", "35", "Last updated: 5 mins ago (8:10 PM)"
"2022-09-11", "02:15:38", "Pinnacle Northampton", "50", "0", "Last updated: 9 hours ago (5:59 PM)"
"2022-09-11", "02:15:38", "The Climbing Lab", "120", "0", "Last updated: Feb 16, 2022"
"2022-09-11", "02:15:38", "Liverpool Matchworks", "200", "0", "Last updated: 7 hours ago (8:29 PM)"
"2022-09-11", "02:15:38", "The Hangar London", "60", "0", "Last updated: Jul 2, 2022"
"2022-09-11", "02:15:38", "The Hangar Plymouth", "0", "0", ""
"2022-09-11", "02:15:38", "The Climbing Hangar Exeter", "200", "0", "Last updated: 7 hours ago (8:20 PM)"
"2022-09-11", "02:15:38", "The Hangar Liverpool", "275", "0", "Last updated: 4 mins ago (3:11 AM)"
"2022-09-11", "02:15:38", "Redpoint Worcester", "250", "0", "Last updated: 5 mins ago (2:10 AM)"
"2022-09-11", "02:15:38", "Volume1", "150", "0", "Last updated: 5 mins ago (3:10 AM)"
"2022-09-11", "02:15:38", "Eden Rock Edinburgh", "0", "0", "NA"
"2022-09-11", "02:15:38", "Eden Rock Carlisle", "0", "0", "NA"
"2022-09-11", "03:15:41", "Oakwood", "0", "0", "Last updated: 6 mins ago (4:09 AM)"
"2022-09-11", "03:15:41", "BethWall Green", "150", "0", "Last updated: 4 hours ago (11:55 PM)"
"2022-09-11", "03:15:41", "CanaryWall", "100", "0", "Last updated: 59 mins ago (3:16 AM)"
"2022-09-11", "03:15:41", "CroyWall", "140", "0", "Last updated: 52 mins ago (3:23 AM)"
"2022-09-11", "03:15:41", "HarroWall", "500", "0", "Last updated: 1 hour ago (3:13 AM)"
"2022-09-11", "03:15:41", "RavensWall", "150", "0", "Last updated: 11 mins ago (4:04 AM)"
"2022-09-11", "03:15:41", "VauxWall East", "140", "0", "Last updated: 49 mins ago (3:26 AM)"
"2022-09-11", "03:15:41", "VauxWall West", "150", "0", "Last updated: 56 mins ago (3:20 AM)"
"2022-09-11", "03:15:41", "Foundry", "120", "0", "Last updated: 11 hours ago (5:43 PM)"
"2022-09-11", "03:15:41", "KendalWall", "120", "0", "Last updated: 10 hours ago (5:58 PM)"
"2022-09-11", "03:15:41", "LancasterWall", "150", "0", "Last updated: 10 hours ago (6:03 PM)"
"2022-09-11", "03:15:41", "PrestonWall", "100", "0", "Last updated: 10 hours ago (6:02 PM)"
"2022-09-11", "03:15:41", "The Church", "150", "0", "Last updated: 5 mins ago (4:10 AM)"
"2022-09-11", "03:15:41", "The Mothership", "400", "0", "Last updated: 5 mins ago (4:10 AM)"
"2022-09-11", "03:15:41", "The Newsroom", "225", "0", "Last updated: 5 mins ago (4:10 AM)"
"2022-09-11", "03:15:41", "The Prop Store", "180", "0", "Last updated: 6 mins ago (4:10 AM)"
"2022-09-11", "03:15:41", "High Sports Brighton", "85", "0", "Last updated: 5 mins ago (4:10 AM)"
"2022-09-11", "03:15:41", "Awesome Walls Liverpool", "69", "0", "Last updated: 46 mins ago (3:30 AM)"
"2022-09-11", "03:15:41", "Awesome Walls Sheffield", "179", "0", "Last updated: 8 hours ago (7:51 PM)"
"2022-09-11", "03:15:41", "Awesome Walls Stockport", "95", "0", "Last updated: 9 hours ago (7:23 PM)"
"2022-09-11", "03:15:41", "Awesome Walls Stoke", "100", "0", "Last updated: 9 hours ago (7:28 PM)"
"2022-09-11", "03:15:41", "Blue Spider UK", "50", "0", "9 hours ago (7:23 PM)"
"2022-09-11", "03:15:41", "Yellow Spider UK", "50", "0", "10 hours ago (6:33 PM)"
"2022-09-11", "03:15:41", "Big Rock Bond", "200", "0", "Last updated: 7 hours ago (8:49 PM)"
"2022-09-11", "03:15:41", "Big Rock Hub", "200", "0", "Last updated: 4 hours ago (11:55 PM)"
"2022-09-11", "03:15:41", "Yonder", "120", "0", "Last updated: 5 mins ago (4:10 AM)"
"2022-09-11", "03:15:41", "Beacon", "190", "0", "Last updated: 9 hours ago (7:19 PM)"
"2022-09-11", "03:15:41", "Roc-Bloc", "150", "0", "Last updated: 6 mins ago (4:10 AM)"
"2022-09-11", "03:15:41", "Boulder Hut", "0", "0", ""
"2022-09-11", "03:15:41", "The Climbing Experience", "150", "10", "Last updated: 5 mins ago (9:10 PM)"
"2022-09-11", "03:15:41", "Pinnacle Northampton", "50", "0", "Last updated: 10 hours ago (5:59 PM)"
"2022-09-11", "03:15:41", "The Climbing Lab", "120", "0", "Last updated: Feb 16, 2022"
"2022-09-11", "03:15:41", "Liverpool Matchworks", "200", "0", "Last updated: 8 hours ago (8:29 PM)"
"2022-09-11", "03:15:41", "The Hangar London", "60", "0", "Last updated: Jul 2, 2022"
"2022-09-11", "03:15:41", "The Hangar Plymouth", "0", "0", ""
"2022-09-11", "03:15:41", "The Climbing Hangar Exeter", "200", "0", "Last updated: 8 hours ago (8:20 PM)"
"2022-09-11", "03:15:41", "The Hangar Liverpool", "275", "0", "Last updated: 1 hour ago (3:11 AM)"
"2022-09-11", "03:15:41", "Redpoint Worcester", "250", "0", "Last updated: 5 mins ago (3:10 AM)"
"2022-09-11", "03:15:41", "Volume1", "150", "0", "Last updated: 5 mins ago (4:10 AM)"
"2022-09-11", "03:15:41", "Eden Rock Edinburgh", "0", "0", "NA"
"2022-09-11", "03:15:41", "Eden Rock Carlisle", "0", "0", "NA"
"2022-09-11", "04:15:43", "Oakwood", "0", "0", "Last updated: 5 mins ago (5:10 AM)"
"2022-09-11", "04:15:43", "BethWall Green", "150", "0", "Last updated: 5 hours ago (11:55 PM)"
"2022-09-11", "04:15:43", "CanaryWall", "100", "0", "Last updated: 2 hours ago (3:16 AM)"
"2022-09-11", "04:15:43", "CroyWall", "140", "0", "Last updated: 2 hours ago (3:23 AM)"
"2022-09-11", "04:15:43", "HarroWall", "500", "0", "Last updated: 2 hours ago (3:13 AM)"
"2022-09-11", "04:15:43", "RavensWall", "150", "0", "Last updated: 2 mins ago (5:13 AM)"
"2022-09-11", "04:15:43", "VauxWall East", "140", "0", "Last updated: 2 hours ago (3:26 AM)"
"2022-09-11", "04:15:43", "VauxWall West", "150", "0", "Last updated: 2 hours ago (3:20 AM)"
"2022-09-11", "04:15:43", "Foundry", "120", "0", "Last updated: 12 hours ago (5:43 PM)"
"2022-09-11", "04:15:43", "KendalWall", "120", "0", "Last updated: 11 hours ago (5:58 PM)"
"2022-09-11", "04:15:43", "LancasterWall", "150", "0", "Last updated: 11 hours ago (6:03 PM)"
"2022-09-11", "04:15:43", "PrestonWall", "100", "0", "Last updated: 11 hours ago (6:02 PM)"
"2022-09-11", "04:15:43", "The Church", "150", "0", "Last updated: 6 mins ago (5:10 AM)"
"2022-09-11", "04:15:43", "The Mothership", "400", "0", "Last updated: 5 mins ago (5:10 AM)"
"2022-09-11", "04:15:43", "The Newsroom", "225", "0", "Last updated: 5 mins ago (5:10 AM)"
"2022-09-11", "04:15:43", "The Prop Store", "180", "0", "Last updated: 5 mins ago (5:11 AM)"
"2022-09-11", "04:15:43", "High Sports Brighton", "85", "0", "Last updated: 6 mins ago (5:10 AM)"
"2022-09-11", "04:15:43", "Awesome Walls Liverpool", "69", "0", "Last updated: 2 hours ago (3:30 AM)"
"2022-09-11", "04:15:43", "Awesome Walls Sheffield", "179", "0", "Last updated: 9 hours ago (7:51 PM)"
"2022-09-11", "04:15:43", "Awesome Walls Stockport", "95", "0", "Last updated: 10 hours ago (7:23 PM)"
"2022-09-11", "04:15:43", "Awesome Walls Stoke", "100", "0", "Last updated: 10 hours ago (7:28 PM)"
"2022-09-11", "04:15:43", "Blue Spider UK", "50", "0", "10 hours ago (7:23 PM)"
"2022-09-11", "04:15:43", "Yellow Spider UK", "50", "0", "11 hours ago (6:33 PM)"
"2022-09-11", "04:15:43", "Big Rock Bond", "200", "0", "Last updated: 8 hours ago (8:49 PM)"
"2022-09-11", "04:15:43", "Big Rock Hub", "200", "0", "Last updated: 5 hours ago (11:55 PM)"
"2022-09-11", "04:15:43", "Yonder", "120", "0", "Last updated: 6 mins ago (5:10 AM)"
"2022-09-11", "04:15:43", "Beacon", "190", "0", "Last updated: 53 mins ago (4:22 AM)"
"2022-09-11", "04:15:43", "Roc-Bloc", "150", "0", "Last updated: 5 mins ago (5:10 AM)"
"2022-09-11", "04:15:43", "Boulder Hut", "0", "0", ""
"2022-09-11", "04:15:43", "The Climbing Experience", "150", "3", "Last updated: 5 mins ago (10:10 PM)"
"2022-09-11", "04:15:43", "Pinnacle Northampton", "50", "0", "Last updated: 11 hours ago (5:59 PM)"
"2022-09-11", "04:15:43", "The Climbing Lab", "120", "0", "Last updated: Feb 16, 2022"
"2022-09-11", "04:15:43", "Liverpool Matchworks", "200", "0", "Last updated: 9 hours ago (8:29 PM)"
"2022-09-11", "04:15:43", "The Hangar London", "60", "0", "Last updated: Jul 2, 2022"
"2022-09-11", "04:15:43", "The Hangar Plymouth", "0", "0", ""
"2022-09-11", "04:15:43", "The Climbing Hangar Exeter", "200", "0", "Last updated: 9 hours ago (8:20 PM)"
"2022-09-11", "04:15:43", "The Hangar Liverpool", "275", "0", "Last updated: 2 hours ago (3:11 AM)"
"2022-09-11", "04:15:43", "Redpoint Worcester", "250", "0", "Last updated: 5 mins ago (4:10 AM)"
"2022-09-11", "04:15:43", "Volume1", "150", "0", "Last updated: 5 mins ago (5:10 AM)"
"2022-09-11", "04:15:43", "Eden Rock Edinburgh", "0", "0", "NA"
"2022-09-11", "04:15:43", "Eden Rock Carlisle", "0", "0", "NA"
"2022-09-11", "05:15:42", "Oakwood", "0", "0", "Last updated: 3 mins ago (6:12 AM)"
"2022-09-11", "05:15:42", "BethWall Green", "150", "0", "Last updated: 6 hours ago (11:55 PM)"
"2022-09-11", "05:15:42", "CanaryWall", "100", "0", "Last updated: 3 hours ago (3:16 AM)"
"2022-09-11", "05:15:42", "CroyWall", "140", "0", "Last updated: 3 hours ago (3:23 AM)"
"2022-09-11", "05:15:42", "HarroWall", "500", "0", "Last updated: 3 hours ago (3:13 AM)"
"2022-09-11", "05:15:42", "RavensWall", "150", "0", "Last updated: 3 mins ago (6:13 AM)"
"2022-09-11", "05:15:42", "VauxWall East", "140", "0", "Last updated: 3 hours ago (3:26 AM)"
"2022-09-11", "05:15:42", "VauxWall West", "150", "3", "Last updated: 6 mins ago (6:10 AM)"
"2022-09-11", "05:15:42", "Foundry", "120", "0", "Last updated: 13 hours ago (5:43 PM)"
"2022-09-11", "05:15:42", "KendalWall", "120", "0", "Last updated: 12 hours ago (5:58 PM)"
"2022-09-11", "05:15:42", "LancasterWall", "150", "0", "Last updated: 12 hours ago (6:03 PM)"
"2022-09-11", "05:15:42", "PrestonWall", "100", "0", "Last updated: 12 hours ago (6:02 PM)"
"2022-09-11", "05:15:42", "The Church", "150", "0", "Last updated: 5 mins ago (6:10 AM)"
"2022-09-11", "05:15:42", "The Mothership", "400", "0", "Last updated: 5 mins ago (6:10 AM)"
"2022-09-11", "05:15:42", "The Newsroom", "225", "0", "Last updated: 5 mins ago (6:10 AM)"
"2022-09-11", "05:15:42", "The Prop Store", "180", "0", "Last updated: 5 mins ago (6:10 AM)"
"2022-09-11", "05:15:42", "High Sports Brighton", "85", "0", "Last updated: 5 mins ago (6:10 AM)"
"2022-09-11", "05:15:42", "Awesome Walls Liverpool", "69", "0", "Last updated: 3 hours ago (3:30 AM)"
"2022-09-11", "05:15:42", "Awesome Walls Sheffield", "179", "0", "Last updated: 10 hours ago (7:51 PM)"
"2022-09-11", "05:15:42", "Awesome Walls Stockport", "95", "0", "Last updated: 11 hours ago (7:23 PM)"
"2022-09-11", "05:15:42", "Awesome Walls Stoke", "100", "0", "Last updated: 11 hours ago (7:28 PM)"
"2022-09-11", "05:15:42", "Blue Spider UK", "50", "0", "11 hours ago (7:23 PM)"
"2022-09-11", "05:15:42", "Yellow Spider UK", "50", "0", "12 hours ago (6:33 PM)"
"2022-09-11", "05:15:42", "Big Rock Bond", "200", "0", "Last updated: 9 hours ago (8:49 PM)"
"2022-09-11", "05:15:42", "Big Rock Hub", "200", "0", "Last updated: 6 hours ago (11:55 PM)"
"2022-09-11", "05:15:42", "Yonder", "120", "0", "Last updated: 5 mins ago (6:10 AM)"
"2022-09-11", "05:15:42", "Beacon", "190", "0", "Last updated: 2 hours ago (4:22 AM)"
"2022-09-11", "05:15:42", "Roc-Bloc", "150", "0", "Last updated: 5 mins ago (6:10 AM)"
